Date,Close
9/30/2005 15:00:00,725
10/7/2005 15:00:00,725
10/14/2005 15:00:00,705
10/21/2005 15:00:00,695
10/28/2005 15:00:00,650
11/1/2005 15:00:00,660
11/11/2005 15:00:00,630
11/18/2005 15:00:00,590
11/25/2005 15:00:00,610
12/2/2005 15:00:00,690
12/9/2005 15:00:00,795
12/16/2005 15:00:00,805
12/23/2005 15:00:00,800
12/29/2005 15:00:00,820
1/6/2006 15:00:00,905
1/13/2006 15:00:00,960
1/20/2006 15:00:00,900
1/27/2006 15:00:00,895
2/3/2006 15:00:00,915
2/10/2006 15:00:00,905
2/17/2006 15:00:00,880
2/24/2006 15:00:00,805
3/3/2006 15:00:00,845
3/10/2006 15:00:00,765
3/17/2006 15:00:00,820
3/24/2006 15:00:00,855
3/29/2006 15:00:00,845
4/7/2006 15:00:00,870
4/13/2006 15:00:00,885
4/21/2006 15:00:00,960
4/28/2006 15:00:00,960
5/4/2006 15:00:00,1125
5/12/2006 15:00:00,1062.5
5/17/2006 15:00:00,1030
5/24/2006 15:00:00,845
6/2/2006 15:00:00,850
6/9/2006 15:00:00,810
6/16/2006 15:00:00,805
6/23/2006 15:00:00,845
6/30/2006 15:00:00,860
7/7/2006 15:00:00,860
7/14/2006 15:00:00,835
7/21/2006 15:00:00,820
7/28/2006 15:00:00,870
8/4/2006 15:00:00,990
8/11/2006 15:00:00,1015
8/16/2006 15:00:00,1050
8/25/2006 15:00:00,1037.5
9/1/2006 15:00:00,1075
9/8/2006 15:00:00,1075
9/15/2006 15:00:00,1075
9/22/2006 15:00:00,1187.5
9/29/2006 15:00:00,1162.5
10/6/2006 15:00:00,1200
10/13/2006 15:00:00,1400
10/20/2006 15:00:00,1337.5
11/3/2006 15:00:00,1400
11/10/2006 15:00:00,1387.5
11/17/2006 15:00:00,1337.5
11/24/2006 15:00:00,1350
12/1/2006 15:00:00,1450
12/8/2006 15:00:00,1425
12/14/2006 15:00:00,1425
12/22/2006 15:00:00,1425
12/29/2006 15:00:00,1450
1/5/2007 15:00:00,1450
1/12/2007 15:00:00,1237.5
1/19/2007 15:00:00,1350
1/26/2007 15:00:00,1325
2/2/2007 15:00:00,1300
2/9/2007 15:00:00,1212.5
2/16/2007 15:00:00,1262.5
2/23/2007 15:00:00,1262.5
3/2/2007 15:00:00,1175
3/9/2007 15:00:00,1212.5
3/16/2007 15:00:00,1225
3/23/2007 15:00:00,1250
3/30/2007 15:00:00,1250
4/5/2007 15:00:00,1337.5
4/13/2007 15:00:00,1500
4/19/2007 15:00:00,1462.5
4/27/2007 15:00:00,1575
5/4/2007 15:00:00,1537.5
5/11/2007 15:00:00,1550
5/16/2007 15:00:00,1650
5/25/2007 15:00:00,1550
5/30/2007 15:00:00,1537.5
6/8/2007 15:00:00,1550
6/15/2007 15:00:00,1612.5
6/22/2007 15:00:00,1575
6/29/2007 15:00:00,1562.5
7/6/2007 15:00:00,1612.5
7/13/2007 15:00:00,1687.5
7/20/2007 15:00:00,1862.5
8/3/2007 15:00:00,1650
8/10/2007 15:00:00,1587.5
8/15/2007 15:00:00,1462.5
8/24/2007 15:00:00,1512.5
8/31/2007 15:00:00,1625
9/7/2007 15:00:00,1600
9/14/2007 15:00:00,1575
9/21/2007 15:00:00,1712.5
9/28/2007 15:00:00,1762.5
10/5/2007 15:00:00,1825
10/11/2007 15:00:00,1975
10/19/2007 15:00:00,1812.5
10/26/2007 15:00:00,1937.5
11/2/2007 15:00:00,1862.5
11/9/2007 15:00:00,1700
11/15/2007 15:00:00,1775
11/23/2007 15:00:00,1675
11/30/2007 15:00:00,1775
12/7/2007 15:00:00,1775
12/13/2007 15:00:00,1725
12/19/2007 15:00:00,1662.5
12/28/2007 15:00:00,1750
1/4/2008 15:00:00,1700
1/9/2008 15:00:00,1700
1/18/2008 15:00:00,1525
1/25/2008 15:00:00,1650
2/1/2008 15:00:00,1675
2/6/2008 15:00:00,1662.5
2/15/2008 15:00:00,1625
2/22/2008 15:00:00,1687.5
2/29/2008 15:00:00,1637.5
3/6/2008 15:00:00,1587.5
3/14/2008 15:00:00,1500
3/19/2008 15:00:00,1512.5
3/28/2008 15:00:00,1575
4/3/2008 15:00:00,1512.5
4/11/2008 15:00:00,1462.5
4/18/2008 15:00:00,1412.5
4/25/2008 15:00:00,1312.5
4/28/2008 15:00:00,1350
6/6/2008 15:00:00,1412.5
6/13/2008 15:00:00,1412.5
6/20/2008 15:00:00,1337.5
6/27/2008 15:00:00,1300
7/4/2008 15:00:00,1325
7/11/2008 15:00:00,1425
7/18/2008 15:00:00,1350
7/25/2008 15:00:00,1450
8/1/2008 15:00:00,1487.5
8/8/2008 15:00:00,1462.5
