Date,Close
9/30/2005 15:00:00,235.81
10/7/2005 15:00:00,236.66
10/14/2005 15:00:00,235.67
10/21/2005 15:00:00,230.38
10/28/2005 15:00:00,226.26
11/1/2005 15:00:00,227.93
11/11/2005 15:00:00,219.16
11/18/2005 15:00:00,225.94
11/25/2005 15:00:00,231.21
12/2/2005 15:00:00,243.14
12/9/2005 15:00:00,252.83
12/16/2005 15:00:00,248.8
12/23/2005 15:00:00,254.19
12/29/2005 15:00:00,254.35
1/6/2006 15:00:00,269.34
1/13/2006 15:00:00,276.02
1/20/2006 15:00:00,269.31
1/27/2006 15:00:00,271.05
2/3/2006 15:00:00,274.33
2/10/2006 15:00:00,276.33
2/17/2006 15:00:00,273.45
2/24/2006 15:00:00,266.19
3/3/2006 15:00:00,278.36
3/10/2006 15:00:00,274.38
3/17/2006 15:00:00,289.26
3/24/2006 15:00:00,290.36
3/29/2006 15:00:00,292.57
4/7/2006 15:00:00,302.63
4/13/2006 15:00:00,307.21
4/21/2006 15:00:00,326.55
4/28/2006 15:00:00,325.1
5/4/2006 15:00:00,331.16
5/12/2006 15:00:00,340.06
5/17/2006 15:00:00,325.23
5/24/2006 15:00:00,291.88
6/2/2006 15:00:00,298.53
6/9/2006 15:00:00,280.08
6/16/2006 15:00:00,289.59
6/23/2006 15:00:00,284.67
6/30/2006 15:00:00,289.73
7/7/2006 15:00:00,299.75
7/14/2006 15:00:00,288.38
7/21/2006 15:00:00,290.92
7/28/2006 15:00:00,295.52
8/4/2006 15:00:00,308.94
8/11/2006 15:00:00,312.43
8/16/2006 15:00:00,320.95
8/25/2006 15:00:00,314.32
9/1/2006 15:00:00,320.61
9/8/2006 15:00:00,325.11
9/15/2006 15:00:00,324.36
9/22/2006 15:00:00,334.54
9/29/2006 15:00:00,336.47
10/6/2006 15:00:00,338.72
10/13/2006 15:00:00,344.62
10/20/2006 15:00:00,343.07
11/3/2006 15:00:00,352.94
11/10/2006 15:00:00,365.98
11/17/2006 15:00:00,366.46
11/24/2006 15:00:00,376.17
12/1/2006 15:00:00,380.33
12/8/2006 15:00:00,388.36
12/14/2006 15:00:00,384.83
12/22/2006 15:00:00,388.65
12/29/2006 15:00:00,393.11
1/5/2007 15:00:00,397.89
1/12/2007 15:00:00,361.4
1/19/2007 15:00:00,387.96
1/26/2007 15:00:00,378.61
2/2/2007 15:00:00,381.92
2/9/2007 15:00:00,369.85
2/16/2007 15:00:00,383.19
2/23/2007 15:00:00,379.49
3/2/2007 15:00:00,372.02
3/9/2007 15:00:00,373.78
3/16/2007 15:00:00,377.23
3/23/2007 15:00:00,384.28
3/30/2007 15:00:00,390.92
4/5/2007 15:00:00,407.32
4/13/2007 15:00:00,417.76
