Date,Close
9/30/2005 15:00:00,270
10/7/2005 15:00:00,245
10/14/2005 15:00:00,240
10/21/2005 15:00:00,240
10/28/2005 15:00:00,235
11/1/2005 15:00:00,245
11/11/2005 15:00:00,240
11/18/2005 15:00:00,272.5
11/25/2005 15:00:00,282.5
12/2/2005 15:00:00,297.5
12/9/2005 15:00:00,300
12/16/2005 15:00:00,297.5
12/23/2005 15:00:00,300
12/29/2005 15:00:00,302.5
1/6/2006 15:00:00,332.5
1/13/2006 15:00:00,335
1/20/2006 15:00:00,327.5
1/27/2006 15:00:00,337.5
2/3/2006 15:00:00,340
2/10/2006 15:00:00,332.5
2/17/2006 15:00:00,335
2/24/2006 15:00:00,310
3/3/2006 15:00:00,337.5
3/10/2006 15:00:00,372.5
3/17/2006 15:00:00,400
3/24/2006 15:00:00,392.5
3/29/2006 15:00:00,390
4/7/2006 15:00:00,450
4/13/2006 15:00:00,445
4/21/2006 15:00:00,487.5
4/28/2006 15:00:00,462.5
5/4/2006 15:00:00,432.5
5/12/2006 15:00:00,440
5/17/2006 15:00:00,435
5/24/2006 15:00:00,417.5
6/2/2006 15:00:00,387.5
6/9/2006 15:00:00,370
6/16/2006 15:00:00,422.5
6/23/2006 15:00:00,400
6/30/2006 15:00:00,410
7/7/2006 15:00:00,417.5
7/14/2006 15:00:00,410
7/21/2006 15:00:00,420
7/28/2006 15:00:00,425
8/4/2006 15:00:00,432.5
8/11/2006 15:00:00,437.5
8/16/2006 15:00:00,447.5
8/25/2006 15:00:00,442.5
9/1/2006 15:00:00,450
9/8/2006 15:00:00,470
9/15/2006 15:00:00,470
9/22/2006 15:00:00,497.5
9/29/2006 15:00:00,490
10/6/2006 15:00:00,490
10/13/2006 15:00:00,500
10/19/2006 15:00:00,492.5
11/3/2006 15:00:00,505
11/10/2006 15:00:00,530
11/17/2006 15:00:00,535
11/24/2006 15:00:00,560
12/1/2006 15:00:00,535
12/8/2006 15:00:00,520
12/14/2006 15:00:00,520
12/22/2006 15:00:00,525
12/29/2006 15:00:00,515
1/5/2007 15:00:00,540
1/12/2007 15:00:00,497.5
1/19/2007 15:00:00,520
1/26/2007 15:00:00,525
2/2/2007 15:00:00,515
2/9/2007 15:00:00,480
2/16/2007 15:00:00,495
2/23/2007 15:00:00,472.5
3/2/2007 15:00:00,487.5
3/9/2007 15:00:00,500
3/16/2007 15:00:00,495
3/23/2007 15:00:00,490
3/30/2007 15:00:00,505
4/5/2007 15:00:00,530
4/13/2007 15:00:00,535
4/19/2007 15:00:00,525
4/27/2007 15:00:00,540
5/3/2007 15:00:00,525
5/11/2007 15:00:00,570
5/16/2007 15:00:00,600
5/25/2007 15:00:00,600
5/30/2007 15:00:00,595
6/8/2007 15:00:00,585
6/15/2007 15:00:00,580
6/22/2007 15:00:00,585
6/29/2007 15:00:00,575
7/6/2007 15:00:00,610
7/13/2007 15:00:00,630
7/20/2007 15:00:00,640
